x,ichiman,gosen,sen,gohyaku,hyaku,goju,ju,go,ichi
978029,97,1,3,0,0,0,2,1,4
382250,38,0,2,0,2,1,0,0,0
140392,14,0,0,0,3,1,4,0,2
220061,22,0,0,0,0,1,1,0,1
773022,77,0,3,0,0,0,2,0,2
938363,93,1,3,0,3,1,1,0,3
673063,67,0,3,0,0,1,1,0,3
340628,34,0,0,1,1,0,2,1,3
915889,91,1,0,1,3,1,3,1,4
354273,35,0,4,0,2,1,2,0,3
397223,39,1,2,0,2,0,2,0,3
975480,97,1,0,0,4,1,3,0,0
554160,55,0,4,0,1,1,1,0,0
482686,48,0,2,1,1,1,3,1,1
626276,62,1,1,0,2,1,2,1,1
630221,63,0,0,0,2,0,2,0,1
13214,1,0,3,0,2,0,1,0,4
418486,41,1,3,0,4,1,3,1,1
672517,67,0,2,1,0,0,1,1,2
349203,34,1,4,0,2,0,0,0,3
584964,58,0,4,1,4,1,1,0,4
851386,85,0,1,0,3,1,3,1,1
952409,95,0,2,0,4,0,0,1,4
382315,38,0,2,0,3,0,1,1,0
896161,89,1,1,0,1,1,1,0,1
870531,87,0,0,1,0,0,3,0,1
840460,84,0,0,0,4,1,1,0,0
879072,87,1,4,0,0,1,2,0,2
836198,83,1,1,0,1,1,4,1,3
76292,7,1,1,0,2,1,4,0,2
207001,20,1,2,0,0,0,0,0,1
842327,84,0,2,0,3,0,2,1,2
218096,21,1,3,0,0,1,4,1,1
254299,25,0,4,0,2,1,4,1,4
17034,1,1,2,0,0,0,3,0,4
638136,63,1,3,0,1,0,3,1,1
329113,32,1,4,0,1,0,1,0,3
338010,33,1,3,0,0,0,1,0,0
64679,6,0,4,1,1,1,2,1,4
152733,15,0,2,1,2,0,3,0,3
770728,77,0,0,1,2,0,2,1,3
599036,59,1,4,0,0,0,3,1,1
849422,84,1,4,0,4,0,2,0,2
627089,62,1,2,0,0,1,3,1,4
496170,49,1,1,0,1,1,2,0,0
483002,48,0,3,0,0,0,0,0,2
765089,76,1,0,0,0,1,3,1,4
356265,35,1,1,0,2,1,1,1,0
972662,97,0,2,1,1,1,1,0,2
77366,7,1,2,0,3,1,1,1,1
900972,90,0,0,1,4,1,2,0,2
420643,42,0,0,1,1,0,4,0,3
410913,41,0,0,1,4,0,1,0,3
503016,50,0,3,0,0,0,1,1,1
890350,89,0,0,0,3,1,0,0,0
40993,4,0,0,1,4,1,4,0,3
319989,31,1,4,1,4,1,3,1,4
784638,78,0,4,1,1,0,3,1,3
647776,64,1,2,1,2,1,2,1,1
697498,69,1,2,0,4,1,4,1,3
441569,44,0,1,1,0,1,1,1,4
647488,64,1,2,0,4,1,3,1,3
199492,19,1,4,0,4,1,4,0,2
770333,77,0,0,0,3,0,3,0,3
42000,4,0,2,0,0,0,0,0,0
579156,57,1,4,0,1,1,0,1,1
456081,45,1,1,0,0,1,3,0,1
757601,75,1,2,1,1,0,0,0,1
771937,77,0,1,1,4,0,3,1,2
514364,51,0,4,0,3,1,1,0,4
662008,66,0,2,0,0,0,0,1,3
951508,95,0,1,1,0,0,0,1,3
91906,9,0,1,1,4,0,0,1,1
369837,36,1,4,1,3,0,3,1,2
373849,37,0,3,1,3,0,4,1,4
885145,88,1,0,0,1,0,4,1,0
884670,88,0,4,1,1,1,2,0,0
597242,59,1,2,0,2,0,4,0,2
818612,81,1,3,1,1,0,1,0,2
631863,63,0,1,1,3,1,1,0,3
808719,80,1,3,1,2,0,1,1,4
183092,18,0,3,0,0,1,4,0,2
121141,12,0,1,0,1,0,4,0,1
520054,52,0,0,0,0,1,0,0,4
942389,94,0,2,0,3,1,3,1,4
909749,90,1,4,1,2,0,4,1,4
394975,39,0,4,1,4,1,2,1,0
326661,32,1,1,1,1,1,1,0,1
106733,10,1,1,1,2,0,3,0,3
676445,67,1,1,0,4,0,4,1,0
466026,46,1,1,0,0,0,2,1,1
392570,39,0,2,1,0,1,2,0,0
252282,25,0,2,0,2,1,3,0,2
577446,57,1,2,0,4,0,4,1,1
707044,70,1,2,0,0,0,4,0,4
879847,87,1,4,1,3,0,4,1,2
624693,62,0,4,1,1,1,4,0,3
45635,4,1,0,1,1,0,3,1,0
915381,91,1,0,0,3,1,3,0,1
619401,61,1,4,0,4,0,0,0,1
533880,53,0,3,1,3,1,3,0,0
212284,21,0,2,0,2,1,3,0,4
951679,95,0,1,1,1,1,2,1,4
11297,1,0,1,0,2,1,4,1,2
794812,79,0,4,1,3,0,1,0,2
939510,93,1,4,1,0,0,1,0,0
469335,46,1,4,0,3,0,3,1,0
736880,73,1,1,1,3,1,3,0,0
915362,91,1,0,0,3,1,1,0,2
250719,25,0,0,1,2,0,1,1,4
744617,74,0,4,1,1,0,1,1,2
831723,83,0,1,1,2,0,2,0,3
634661,63,0,4,1,1,1,1,0,1
165299,16,1,0,0,2,1,4,1,4
20785,2,0,0,1,2,1,3,1,0
656886,65,1,1,1,3,1,3,1,1
439029,43,1,4,0,0,0,2,1,4
375737,37,1,0,1,2,0,3,1,2
496741,49,1,1,1,2,0,4,0,1
901901,90,0,1,1,4,0,0,0,1
503026,50,0,3,0,0,0,2,1,1
977436,97,1,2,0,4,0,3,1,1
386770,38,1,1,1,2,1,2,0,0
585141,58,1,0,0,1,0,4,0,1
764238,76,0,4,0,2,0,3,1,3
517949,51,1,2,1,4,0,4,1,4
626661,62,1,1,1,1,1,1,0,1
270572,27,0,0,1,0,1,2,0,2
733837,73,0,3,1,3,0,3,1,2
17801,1,1,2,1,3,0,0,0,1
864365,86,0,4,0,3,1,1,1,0
583051,58,0,3,0,0,1,0,0,1
281695,28,0,1,1,1,1,4,1,0
420778,42,0,0,1,2,1,2,1,3
805763,80,1,0,1,2,1,1,0,3
544199,54,0,4,0,1,1,4,1,4
123310,12,0,3,0,3,0,1,0,0
756007,75,1,1,0,0,0,0,1,2
167019,16,1,2,0,0,0,1,1,4
124930,12,0,4,1,4,0,3,0,0
450536,45,0,0,1,0,0,3,1,1
525,0,0,0,1,0,0,2,1,0
346189,34,1,1,0,1,1,3,1,4
528012,52,1,3,0,0,0,1,0,2
275586,27,1,0,1,0,1,3,1,1
502683,50,0,2,1,1,1,3,0,3
498880,49,1,3,1,3,1,3,0,0
223289,22,0,3,0,2,1,3,1,4
626515,62,1,1,1,0,0,1,1,0
244025,24,0,4,0,0,0,2,1,0
779575,77,1,4,1,0,1,2,1,0
694675,69,0,4,1,1,1,2,1,0
704210,70,0,4,0,2,0,1,0,0
864193,86,0,4,0,1,1,4,0,3
200166,20,0,0,0,1,1,1,1,1
81150,8,0,1,0,1,1,0,0,0
811790,81,0,1,1,2,1,4,0,0
122492,12,0,2,0,4,1,4,0,2
772645,77,0,2,1,1,0,4,1,0
118974,11,1,3,1,4,1,2,0,4
218931,21,1,3,1,4,0,3,0,1
37890,3,1,2,1,3,1,4,0,0
756671,75,1,1,1,1,1,2,0,1
512429,51,0,2,0,4,0,2,1,4
107787,10,1,2,1,2,1,3,1,2
350217,35,0,0,0,2,0,1,1,2
908234,90,1,3,0,2,0,3,0,4
58501,5,1,3,1,0,0,0,0,1
362722,36,0,2,1,2,0,2,0,2
139039,13,1,4,0,0,0,3,1,4
963458,96,0,3,0,4,1,0,1,3
502609,50,0,2,1,1,0,0,1,4
655418,65,1,0,0,4,0,1,1,3
108828,10,1,3,1,3,0,2,1,3
501821,50,0,1,1,3,0,2,0,1
256775,25,1,1,1,2,1,2,1,0
978092,97,1,3,0,0,1,4,0,2
125893,12,1,0,1,3,1,4,0,3
611740,61,0,1,1,2,0,4,0,0
650291,65,0,0,0,2,1,4,0,1
325398,32,1,0,0,3,1,4,1,3
688008,68,1,3,0,0,0,0,1,3
878074,87,1,3,0,0,1,2,0,4
420059,42,0,0,0,0,1,0,1,4
522313,52,0,2,0,3,0,1,0,3
726030,72,1,1,0,0,0,3,0,0
835409,83,1,0,0,4,0,0,1,4
884393,88,0,4,0,3,1,4,0,3
747154,74,1,2,0,1,1,0,0,4
398802,39,1,3,1,3,0,0,0,2
734867,73,0,4,1,3,1,1,1,2
541367,54,0,1,0,3,1,1,1,2
68414,6,1,3,0,4,0,1,0,4
302154,30,0,2,0,1,1,0,0,4
82641,8,0,2,1,1,0,4,0,1
374034,37,0,4,0,0,0,3,0,4
82759,8,0,2,1,2,1,0,1,4
31743,3,0,1,1,2,0,4,0,3
64769,6,0,4,1,2,1,1,1,4
524101,52,0,4,0,1,0,0,0,1
313268,31,0,3,0,2,1,1,1,3
225746,22,1,0,1,2,0,4,1,1
583023,58,0,3,0,0,0,2,0,3
68088,6,1,3,0,0,1,3,1,3
64938,6,0,4,1,4,0,3,1,3
402012,40,0,2,0,0,0,1,0,2
314844,31,0,4,1,3,0,4,0,4
379936,37,1,4,1,4,0,3,1,1
968296,96,1,3,0,2,1,4,1,1
675266,67,1,0,0,2,1,1,1,1
943855,94,0,3,1,3,1,0,1,0
855195,85,1,0,0,1,1,4,1,0
466451,46,1,1,0,4,1,0,0,1
777069,77,1,2,0,0,1,1,1,4
631215,63,0,1,0,2,0,1,1,0
658734,65,1,3,1,2,0,3,0,4
313214,31,0,3,0,2,0,1,0,4
569136,56,1,4,0,1,0,3,1,1
68666,6,1,3,1,1,1,1,1,1
282767,28,0,2,1,2,1,1,1,2
688902,68,1,3,1,4,0,0,0,2
417125,41,1,2,0,1,0,2,1,0
987020,98,1,2,0,0,0,2,0,0
806321,80,1,1,0,3,0,2,0,1
122060,12,0,2,0,0,1,1,0,0
760207,76,0,0,0,2,0,0,1,2
616702,61,1,1,1,2,0,0,0,2
108055,10,1,3,0,0,1,0,1,0
208651,20,1,3,1,1,1,0,0,1
842590,84,0,2,1,0,1,4,0,0
975280,97,1,0,0,2,1,3,0,0
578213,57,1,3,0,2,0,1,0,3
73104,7,0,3,0,1,0,0,0,4
201237,20,0,1,0,2,0,3,1,2
547769,54,1,2,1,2,1,1,1,4
602502,60,0,2,1,0,0,0,0,2
521946,52,0,1,1,4,0,4,1,1
306541,30,1,1,1,0,0,4,0,1
967095,96,1,2,0,0,1,4,1,0
736914,73,1,1,1,4,0,1,0,4
892877,89,0,2,1,3,1,2,1,2
231235,23,0,1,0,2,0,3,1,0
376751,37,1,1,1,2,1,0,0,1
893845,89,0,3,1,3,0,4,1,0
498323,49,1,3,0,3,0,2,0,3
184743,18,0,4,1,2,0,4,0,3
169482,16,1,4,0,4,1,3,0,2
30422,3,0,0,0,4,0,2,0,2
108986,10,1,3,1,4,1,3,1,1
205471,20,1,0,0,4,1,2,0,1
521725,52,0,1,1,2,0,2,1,0
558346,55,1,3,0,3,0,4,1,1
539129,53,1,4,0,1,0,2,1,4
187164,18,1,2,0,1,1,1,0,4
574772,57,0,4,1,2,1,2,0,2
142652,14,0,2,1,1,1,0,0,2
684626,68,0,4,1,1,0,2,1,1
550276,55,0,0,0,2,1,2,1,1
734784,73,0,4,1,2,1,3,0,4
758024,75,1,3,0,0,0,2,0,4
747586,74,1,2,1,0,1,3,1,1
578485,57,1,3,0,4,1,3,1,0
717425,71,1,2,0,4,0,2,1,0
6846,0,1,1,1,3,0,4,1,1
953196,95,0,3,0,1,1,4,1,1
75569,7,1,0,1,0,1,1,1,4
350286,35,0,0,0,2,1,3,1,1
127090,12,1,2,0,0,1,4,0,0
306389,30,1,1,0,3,1,3,1,4
557673,55,1,2,1,1,1,2,0,3
178713,17,1,3,1,2,0,1,0,3
290865,29,0,0,1,3,1,1,1,0
196942,19,1,1,1,4,0,4,0,2
88438,8,1,3,0,4,0,3,1,3
24712,2,0,4,1,2,0,1,0,2
814142,81,0,4,0,1,0,4,0,2
478420,47,1,3,0,4,0,2,0,0
847205,84,1,2,0,2,0,0,1,0
399841,39,1,4,1,3,0,4,0,1
776207,77,1,1,0,2,0,0,1,2
409620,40,1,4,1,1,0,2,0,0
276450,27,1,1,0,4,1,0,0,0
731636,73,0,1,1,1,0,3,1,1
704116,70,0,4,0,1,0,1,1,1
817659,81,1,2,1,1,1,0,1,4
327633,32,1,2,1,1,0,3,0,3
241182,24,0,1,0,1,1,3,0,2
728688,72,1,3,1,1,1,3,1,3
243473,24,0,3,0,4,1,2,0,3
502221,50,0,2,0,2,0,2,0,1
250807,25,0,0,1,3,0,0,1,2
977644,97,1,2,1,1,0,4,0,4
582463,58,0,2,0,4,1,1,0,3
355448,35,1,0,0,4,0,4,1,3
208631,20,1,3,1,1,0,3,0,1
258392,25,1,3,0,3,1,4,0,2
491991,49,0,1,1,4,1,4,0,1
97461,9,1,2,0,4,1,1,0,1
898258,89,1,3,0,2,1,0,1,3
641368,64,0,1,0,3,1,1,1,3
406037,40,1,1,0,0,0,3,1,2
71084,7,0,1,0,0,1,3,0,4
649524,64,1,4,1,0,0,2,0,4
251295,25,0,1,0,2,1,4,1,0
284317,28,0,4,0,3,0,1,1,2
910474,91,0,0,0,4,1,2,0,4
164556,16,0,4,1,0,1,0,1,1
161288,16,0,1,0,2,1,3,1,3
597672,59,1,2,1,1,1,2,0,2
999655,99,1,4,1,1,1,0,1,0
967959,96,1,2,1,4,1,0,1,4
175634,17,1,0,1,1,0,3,0,4
511835,51,0,1,1,3,0,3,1,0
182100,18,0,2,0,1,0,0,0,0
132848,13,0,2,1,3,0,4,1,3
323934,32,0,3,1,4,0,3,0,4
375787,37,1,0,1,2,1,3,1,2
903505,90,0,3,1,0,0,0,1,0
322851,32,0,2,1,3,1,0,0,1
860345,86,0,0,0,3,0,4,1,0
5995,0,1,0,1,4,1,4,1,0
299914,29,1,4,1,4,0,1,0,4
313718,31,0,3,1,2,0,1,1,3
233231,23,0,3,0,2,0,3,0,1
285411,28,1,0,0,4,0,1,0,1
691646,69,0,1,1,1,0,4,1,1
472004,47,0,2,0,0,0,0,0,4
104045,10,0,4,0,0,0,4,1,0
238037,23,1,3,0,0,0,3,1,2
367087,36,1,2,0,0,1,3,1,2
676058,67,1,1,0,0,1,0,1,3
805682,80,1,0,1,1,1,3,0,2
825763,82,1,0,1,2,1,1,0,3
676554,67,1,1,1,0,1,0,0,4
674182,67,0,4,0,1,1,3,0,2
742611,74,0,2,1,1,0,1,0,1
253958,25,0,3,1,4,1,0,1,3
357301,35,1,2,0,3,0,0,0,1
865468,86,1,0,0,4,1,1,1,3
598535,59,1,3,1,0,0,3,1,0
232342,23,0,2,0,3,0,4,0,2
18136,1,1,3,0,1,0,3,1,1
736712,73,1,1,1,2,0,1,0,2
113658,11,0,3,1,1,1,0,1,3
232055,23,0,2,0,0,1,0,1,0
129170,12,1,4,0,1,1,2,0,0
64207,6,0,4,0,2,0,0,1,2
899572,89,1,4,1,0,1,2,0,2
377160,37,1,2,0,1,1,1,0,0
705901,70,1,0,1,4,0,0,0,1
533324,53,0,3,0,3,0,2,0,4
346763,34,1,1,1,2,1,1,0,3
214625,21,0,4,1,1,0,2,1,0
726466,72,1,1,0,4,1,1,1,1
73885,7,0,3,1,3,1,3,1,0
800579,80,0,0,1,0,1,2,1,4
92271,9,0,2,0,2,1,2,0,1
868791,86,1,3,1,2,1,4,0,1
873907,87,0,3,1,4,0,0,1,2
247140,24,1,2,0,1,0,4,0,0
143426,14,0,3,0,4,0,2,1,1
552149,55,0,2,0,1,0,4,1,4
901804,90,0,1,1,3,0,0,0,4
151531,15,0,1,1,0,0,3,0,1
292325,29,0,2,0,3,0,2,1,0
275934,27,1,0,1,4,0,3,0,4
241156,24,0,1,0,1,1,0,1,1
760286,76,0,0,0,2,1,3,1,1
301657,30,0,1,1,1,1,0,1,2
841036,84,0,1,0,0,0,3,1,1
186471,18,1,1,0,4,1,2,0,1
234542,23,0,4,1,0,0,4,0,2
749100,74,1,4,0,1,0,0,0,0
866888,86,1,1,1,3,1,3,1,3
43181,4,0,3,0,1,1,3,0,1
210106,21,0,0,0,1,0,0,1,1
369166,36,1,4,0,1,1,1,1,1
390785,39,0,0,1,2,1,3,1,0
146772,14,1,1,1,2,1,2,0,2
777812,77,1,2,1,3,0,1,0,2
80870,8,0,0,1,3,1,2,0,0
346645,34,1,1,1,1,0,4,1,0
237883,23,1,2,1,3,1,3,0,3
421844,42,0,1,1,3,0,4,0,4
61599,6,0,1,1,0,1,4,1,4
435978,43,1,0,1,4,1,2,1,3
919338,91,1,4,0,3,0,3,1,3
154308,15,0,4,0,3,0,0,1,3
840316,84,0,0,0,3,0,1,1,1
294529,29,0,4,1,0,0,2,1,4
571830,57,0,1,1,3,0,3,0,0
916405,91,1,1,0,4,0,0,1,0
41179,4,0,1,0,1,1,2,1,4
170443,17,0,0,0,4,0,4,0,3
379367,37,1,4,0,3,1,1,1,2
695795,69,1,0,1,2,1,4,1,0
981869,98,0,1,1,3,1,1,1,4
575238,57,1,0,0,2,0,3,1,3
764768,76,0,4,1,2,1,1,1,3
585777,58,1,0,1,2,1,2,1,2
246503,24,1,1,1,0,0,0,0,3
58253,5,1,3,0,2,1,0,0,3
676807,67,1,1,1,3,0,0,1,2
441558,44,0,1,1,0,1,0,1,3
732045,73,0,2,0,0,0,4,1,0
458193,45,1,3,0,1,1,4,0,3
822283,82,0,2,0,2,1,3,0,3
536358,53,1,1,0,3,1,0,1,3
194810,19,0,4,1,3,0,1,0,0
862790,86,0,2,1,2,1,4,0,0
319920,31,1,4,1,4,0,2,0,0
441848,44,0,1,1,3,0,4,1,3
717425,71,1,2,0,4,0,2,1,0
324630,32,0,4,1,1,0,3,0,0
706069,70,1,1,0,0,1,1,1,4
562941,56,0,2,1,4,0,4,0,1
862361,86,0,2,0,3,1,1,0,1
575204,57,1,0,0,2,0,0,0,4
548577,54,1,3,1,0,1,2,1,2
369581,36,1,4,1,0,1,3,0,1
422395,42,0,2,0,3,1,4,1,0
21764,2,0,1,1,2,1,1,0,4
701358,70,0,1,0,3,1,0,1,3
333302,33,0,3,0,3,0,0,0,2
631328,63,0,1,0,3,0,2,1,3
573485,57,0,3,0,4,1,3,1,0
960181,96,0,0,0,1,1,3,0,1
52037,5,0,2,0,0,0,3,1,2
413727,41,0,3,1,2,0,2,1,2
868096,86,1,3,0,0,1,4,1,1
366313,36,1,1,0,3,0,1,0,3
621364,62,0,1,0,3,1,1,0,4
544084,54,0,4,0,0,1,3,0,4
896827,89,1,1,1,3,0,2,1,2
883518,88,0,3,1,0,0,1,1,3
406794,40,1,1,1,2,1,4,0,4
523943,52,0,3,1,4,0,4,0,3
330029,33,0,0,0,0,0,2,1,4
429264,42,1,4,0,2,1,1,0,4
747442,74,1,2,0,4,0,4,0,2
419534,41,1,4,1,0,0,3,0,4
963755,96,0,3,1,2,1,0,1,0
446939,44,1,1,1,4,0,3,1,4
430687,43,0,0,1,1,1,3,1,2
774790,77,0,4,1,2,1,4,0,0
233984,23,0,3,1,4,1,3,0,4
499172,49,1,4,0,1,1,2,0,2
768937,76,1,3,1,4,0,3,1,2
289718,28,1,4,1,2,0,1,1,3
37562,3,1,2,1,0,1,1,0,2
143640,14,0,3,1,1,0,4,0,0
654069,65,0,4,0,0,1,1,1,4
249710,24,1,4,1,2,0,1,0,0
517616,51,1,2,1,1,0,1,1,1
236993,23,1,1,1,4,1,4,0,3
859457,85,1,4,0,4,1,0,1,2
129087,12,1,4,0,0,1,3,1,2
690695,69,0,0,1,1,1,4,1,0
511267,51,0,1,0,2,1,1,1,2
21911,2,0,1,1,4,0,1,0,1
942705,94,0,2,1,2,0,0,1,0
188530,18,1,3,1,0,0,3,0,0
917130,91,1,2,0,1,0,3,0,0
686296,68,1,1,0,2,1,4,1,1
80488,8,0,0,0,4,1,3,1,3
1315,0,0,1,0,3,0,1,1,0
579664,57,1,4,1,1,1,1,0,4
718825,71,1,3,1,3,0,2,1,0
451508,45,0,1,1,0,0,0,1,3
551270,55,0,1,0,2,1,2,0,0
548527,54,1,3,1,0,0,2,1,2
295167,29,1,0,0,1,1,1,1,2
390027,39,0,0,0,0,0,2,1,2
330043,33,0,0,0,0,0,4,0,3
207121,20,1,2,0,1,0,2,0,1
800343,80,0,0,0,3,0,4,0,3
40718,4,0,0,1,2,0,1,1,3
189132,18,1,4,0,1,0,3,0,2
795430,79,1,0,0,4,0,3,0,0
346599,34,1,1,1,0,1,4,1,4
402758,40,0,2,1,2,1,0,1,3
719450,71,1,4,0,4,1,0,0,0
920913,92,0,0,1,4,0,1,0,3
702414,70,0,2,0,4,0,1,0,4
424015,42,0,4,0,0,0,1,1,0
666672,66,1,1,1,1,1,2,0,2
749172,74,1,4,0,1,1,2,0,2
682599,68,0,2,1,0,1,4,1,4
470644,47,0,0,1,1,0,4,0,4
155753,15,1,0,1,2,1,0,0,3
71569,7,0,1,1,0,1,1,1,4
359559,35,1,4,1,0,1,0,1,4
894091,89,0,4,0,0,1,4,0,1
242062,24,0,2,0,0,1,1,0,2
624353,62,0,4,0,3,1,0,0,3
707182,70,1,2,0,1,1,3,0,2
688399,68,1,3,0,3,1,4,1,4
751017,75,0,1,0,0,0,1,1,2
142922,14,0,2,1,4,0,2,0,2
276085,27,1,1,0,0,1,3,1,0
271172,27,0,1,0,1,1,2,0,2
127067,12,1,2,0,0,1,1,1,2
287476,28,1,2,0,4,1,2,1,1
387078,38,1,2,0,0,1,2,1,3
957649,95,1,2,1,1,0,4,1,4
835488,83,1,0,0,4,1,3,1,3
99128,9,1,4,0,1,0,2,1,3
798191,79,1,3,0,1,1,4,0,1
539437,53,1,4,0,4,0,3,1,2
735400,73,1,0,0,4,0,0,0,0
677243,67,1,2,0,2,0,4,0,3
907476,90,1,2,0,4,1,2,1,1
713445,71,0,3,0,4,0,4,1,0
365308,36,1,0,0,3,0,0,1,3
457230,45,1,2,0,2,0,3,0,0
466282,46,1,1,0,2,1,3,0,2
998480,99,1,3,0,4,1,3,0,0
412082,41,0,2,0,0,1,3,0,2
991389,99,0,1,0,3,1,3,1,4
361732,36,0,1,1,2,0,3,0,2
868713,86,1,3,1,2,0,1,0,3
135610,13,1,0,1,1,0,1,0,0
210549,21,0,0,1,0,0,4,1,4
852145,85,0,2,0,1,0,4,1,0
10127,1,0,0,0,1,0,2,1,2
722163,72,0,2,0,1,1,1,0,3
593884,59,0,3,1,3,1,3,0,4
665007,66,1,0,0,0,0,0,1,2
162886,16,0,2,1,3,1,3,1,1
415206,41,1,0,0,2,0,0,1,1
794750,79,0,4,1,2,1,0,0,0
986437,98,1,1,0,4,0,3,1,2
144350,14,0,4,0,3,1,0,0,0
185608,18,1,0,1,1,0,0,1,3
552918,55,0,2,1,4,0,1,1,3
744897,74,0,4,1,3,1,4,1,2
992966,99,0,2,1,4,1,1,1,1
846446,84,1,1,0,4,0,4,1,1
229345,22,1,4,0,3,0,4,1,0
399899,39,1,4,1,3,1,4,1,4
825908,82,1,0,1,4,0,0,1,3
157783,15,1,2,1,2,1,3,0,3
608537,60,1,3,1,0,0,3,1,2
65703,6,1,0,1,2,0,0,0,3
363807,36,0,3,1,3,0,0,1,2
893862,89,0,3,1,3,1,1,0,2
962237,96,0,2,0,2,0,3,1,2
59382,5,1,4,0,3,1,3,0,2
728111,72,1,3,0,1,0,1,0,1
969722,96,1,4,1,2,0,2,0,2
724204,72,0,4,0,2,0,0,0,4
60432,6,0,0,0,4,0,3,0,2
927120,92,1,2,0,1,0,2,0,0
753205,75,0,3,0,2,0,0,1,0
604810,60,0,4,1,3,0,1,0,0
214122,21,0,4,0,1,0,2,0,2
329800,32,1,4,1,3,0,0,0,0
288064,28,1,3,0,0,1,1,0,4
277846,27,1,2,1,3,0,4,1,1
39037,3,1,4,0,0,0,3,1,2
128877,12,1,3,1,3,1,2,1,2
468910,46,1,3,1,4,0,1,0,0
237101,23,1,2,0,1,0,0,0,1
196871,19,1,1,1,3,1,2,0,1
382732,38,0,2,1,2,0,3,0,2
574077,57,0,4,0,0,1,2,1,2
426078,42,1,1,0,0,1,2,1,3
156119,15,1,1,0,1,0,1,1,4
149904,14,1,4,1,4,0,0,0,4
130732,13,0,0,1,2,0,3,0,2
393135,39,0,3,0,1,0,3,1,0
56082,5,1,1,0,0,1,3,0,2
130809,13,0,0,1,3,0,0,1,4
561518,56,0,1,1,0,0,1,1,3
988907,98,1,3,1,4,0,0,1,2
969215,96,1,4,0,2,0,1,1,0
767593,76,1,2,1,0,1,4,0,3
555943,55,1,0,1,4,0,4,0,3
964810,96,0,4,1,3,0,1,0,0
459428,45,1,4,0,4,0,2,1,3
879872,87,1,4,1,3,1,2,0,2
667696,66,1,2,1,1,1,4,1,1
173521,17,0,3,1,0,0,2,0,1
728434,72,1,3,0,4,0,3,0,4
911790,91,0,1,1,2,1,4,0,0
922923,92,0,2,1,4,0,2,0,3
2453,0,0,2,0,4,1,0,0,3
866502,86,1,1,1,0,0,0,0,2
259747,25,1,4,1,2,0,4,1,2
680715,68,0,0,1,2,0,1,1,0
814525,81,0,4,1,0,0,2,1,0
950492,95,0,0,0,4,1,4,0,2
258782,25,1,3,1,2,1,3,0,2
462561,46,0,2,1,0,1,1,0,1
232220,23,0,2,0,2,0,2,0,0
331220,33,0,1,0,2,0,2,0,0
183245,18,0,3,0,2,0,4,1,0
810091,81,0,0,0,0,1,4,0,1
418812,41,1,3,1,3,0,1,0,2
686079,68,1,1,0,0,1,2,1,4
434614,43,0,4,1,1,0,1,0,4
818380,81,1,3,0,3,1,3,0,0
981825,98,0,1,1,3,0,2,1,0
756281,75,1,1,0,2,1,3,0,1
515006,51,1,0,0,0,0,0,1,1
4537,0,0,4,1,0,0,3,1,2
142599,14,0,2,1,0,1,4,1,4
449265,44,1,4,0,2,1,1,1,0
586900,58,1,1,1,4,0,0,0,0
229260,22,1,4,0,2,1,1,0,0
34283,3,0,4,0,2,1,3,0,3
792864,79,0,2,1,3,1,1,0,4
922310,92,0,2,0,3,0,1,0,0
358196,35,1,3,0,1,1,4,1,1
667209,66,1,2,0,2,0,0,1,4
173046,17,0,3,0,0,0,4,1,1
475889,47,1,0,1,3,1,3,1,4
238975,23,1,3,1,4,1,2,1,0
481719,48,0,1,1,2,0,1,1,4
695184,69,1,0,0,1,1,3,0,4
900554,90,0,0,1,0,1,0,0,4
827386,82,1,2,0,3,1,3,1,1
179647,17,1,4,1,1,0,4,1,2
282528,28,0,2,1,0,0,2,1,3
397757,39,1,2,1,2,1,0,1,2
464626,46,0,4,1,1,0,2,1,1
739579,73,1,4,1,0,1,2,1,4
327283,32,1,2,0,2,1,3,0,3
43530,4,0,3,1,0,0,3,0,0
6728,0,1,1,1,2,0,2,1,3
444326,44,0,4,0,3,0,2,1,1
552531,55,0,2,1,0,0,3,0,1
2081,0,0,2,0,0,1,3,0,1
230200,23,0,0,0,2,0,0,0,0
839816,83,1,4,1,3,0,1,1,1
341116,34,0,1,0,1,0,1,1,1
455112,45,1,0,0,1,0,1,0,2
881178,88,0,1,0,1,1,2,1,3
892786,89,0,2,1,2,1,3,1,1
670804,67,0,0,1,3,0,0,0,4
860802,86,0,0,1,3,0,0,0,2
465208,46,1,0,0,2,0,0,1,3
909756,90,1,4,1,2,1,0,1,1
582409,58,0,2,0,4,0,0,1,4
777345,77,1,2,0,3,0,4,1,0
351752,35,0,1,1,2,1,0,0,2
225330,22,1,0,0,3,0,3,0,0
18041,1,1,3,0,0,0,4,0,1
443007,44,0,3,0,0,0,0,1,2
250178,25,0,0,0,1,1,2,1,3
222176,22,0,2,0,1,1,2,1,1
218728,21,1,3,1,2,0,2,1,3
697655,69,1,2,1,1,1,0,1,0
586321,58,1,1,0,3,0,2,0,1
411446,41,0,1,0,4,0,4,1,1
772387,77,0,2,0,3,1,3,1,2
283818,28,0,3,1,3,0,1,1,3
956610,95,1,1,1,1,0,1,0,0
110328,11,0,0,0,3,0,2,1,3
792010,79,0,2,0,0,0,1,0,0
356242,35,1,1,0,2,0,4,0,2
164880,16,0,4,1,3,1,3,0,0
725664,72,1,0,1,1,1,1,0,4
768810,76,1,3,1,3,0,1,0,0
